ARGgene	lncRNA	cor	pvalue
MAPK8	OIP5-AS1	0.561440858504035	1.38882379734667e-13
MBTPS2	OIP5-AS1	0.329115208846931	4.69670241073123e-05
MTMR14	OIP5-AS1	0.360106457823222	7.46352951877157e-06
MTOR	OIP5-AS1	0.303291535472449	0.00018833484956296
NBR1	OIP5-AS1	0.416847777956365	1.50514487078638e-07
PARP1	OIP5-AS1	0.377934765002196	2.36618420145289e-06
PIK3C3	OIP5-AS1	0.420568328588673	1.13507400528085e-07
PIK3R4	OIP5-AS1	0.512012508132778	3.39364718549766e-11
PRKAB1	OIP5-AS1	0.324278089317773	6.15141641620449e-05
PRKAR1A	OIP5-AS1	0.332343618454876	3.91273181587493e-05
RAB33B	OIP5-AS1	0.470564959874784	1.80748809094708e-09
RAB5A	OIP5-AS1	0.331971019239414	3.99649369868652e-05
RAF1	OIP5-AS1	0.673159415380611	9.65400629004822e-21
RB1CC1	OIP5-AS1	0.377631058205787	2.41433584580966e-06
RHEB	OIP5-AS1	0.31531989460772	0.000100190369208441
SIRT1	OIP5-AS1	0.570196668248135	4.75639063856729e-14
SPHK1	OIP5-AS1	-0.325239793419064	5.8322249933548e-05
TP73	OIP5-AS1	0.35217026773268	1.21789299015165e-05
TSC1	OIP5-AS1	0.498320622243915	1.33880427401995e-10
TSC2	OIP5-AS1	0.359075614292135	7.95958263297869e-06
ULK2	OIP5-AS1	0.355379759246338	1.00066908901119e-05
ULK3	OIP5-AS1	0.321997506142705	6.97495679820799e-05
WDFY3	OIP5-AS1	0.370947903411087	3.74203429034972e-06
ATG2B	BAALC-AS1	0.319943320448601	7.80403938306461e-05
FOXO1	BAALC-AS1	0.323136550809492	6.55152718609748e-05
GOPC	BAALC-AS1	0.327756693329078	5.06877872269463e-05
KLHL24	BAALC-AS1	0.393052374321696	8.45782926467837e-07
RB1CC1	BAALC-AS1	0.441195810329606	2.22917582126924e-08
SIRT1	BAALC-AS1	0.327826419445604	5.0490275720733e-05
TNFSF10	BAALC-AS1	0.371762667899475	3.54921480272589e-06
WDFY3	BAALC-AS1	0.312633133027421	0.000115630612093756
ATF4	AL109811.3	0.461196562853193	4.13400070203832e-09
ATG10	AL109811.3	0.391524288793154	9.40671117096044e-07
ATG12	AL109811.3	0.308210050625738	0.000145970005714419
ATG16L2	AL109811.3	0.642665457322717	1.71264813627544e-18
ATG4B	AL109811.3	0.466729741505207	2.54374101311603e-09
ATG4D	AL109811.3	0.371911369297695	3.515056674834e-06
BAX	AL109811.3	0.336906126702824	3.01211701657047e-05
CAPN10	AL109811.3	0.538250032344006	2.04883387779658e-12
HDAC6	AL109811.3	0.344185521250082	1.96735072116323e-05
IKBKB	AL109811.3	0.320261013686868	7.67005674785738e-05
ITGA6	AL109811.3	-0.32031644960581	7.64689913426073e-05
ITGB1	AL109811.3	-0.355961475170995	9.65444391550782e-06
MAP1LC3A	AL109811.3	0.309633062172194	0.000135481993305803
NKX2-3	AL109811.3	0.310323240483869	0.000130652199029328
PRKAB1	AL109811.3	0.314493239855465	0.000104722724287276
RAB24	AL109811.3	0.605916272750124	4.24832489189807e-16
TSC1	AL109811.3	0.32440066176301	6.10984318255246e-05
ULK3	AL109811.3	0.526063833910894	7.77623865013606e-12
WDR45	AL109811.3	0.460818969514702	4.27195072085364e-09
ATG2B	AC129492.1	0.33934093559185	2.61522880027484e-05
ATG9B	AC129492.1	0.491462524879352	2.60311402808346e-10
KIF5B	AC129492.1	0.333718590173552	3.61768590120247e-05
NFE2L2	AC129492.1	0.462445197659528	3.70771236729667e-09
RAB5A	AC129492.1	0.408275715023326	2.84687607731369e-07
TBK1	AC129492.1	0.352763198792245	1.17467250900888e-05
WDFY3	AC129492.1	0.309328984814191	0.00013766227801558
ATF4	LINC00339	0.408617470711553	2.77638948992762e-07
ATG10	LINC00339	0.526288268169802	7.59117488137422e-12
ATG12	LINC00339	0.301449411780182	0.000206956504138647
ATG3	LINC00339	0.44209544199219	2.07124392491366e-08
ATG4B	LINC00339	0.406407645853306	3.26340237438767e-07
ATG4C	LINC00339	0.405108161389241	3.58682752370693e-07
ATG4D	LINC00339	0.417732484084197	1.4078945513723e-07
ATG5	LINC00339	0.309315792528769	0.000137757605111674
BAX	LINC00339	0.330793139352412	4.27249673233655e-05
BCL2	LINC00339	0.38052308789945	1.99125207422156e-06
BID	LINC00339	0.468166993073293	2.23910855855775e-09
CAMKK2	LINC00339	0.326160170104898	5.54134314299383e-05
CASP3	LINC00339	0.467112670631364	2.45888490715576e-09
CD46	LINC00339	0.409415403634677	2.61825185936916e-07
CDKN1B	LINC00339	0.43354127668641	4.13015094520356e-08
CDKN2A	LINC00339	0.352398154629689	1.2011069401309e-05
CXCR4	LINC00339	0.347376578123403	1.6267652948415e-05
EIF2AK3	LINC00339	0.325517179907972	5.74308522983166e-05
FAS	LINC00339	0.310866129527585	0.000126966457747481
GABARAP	LINC00339	0.323001545227585	6.6004261746372e-05
GABARAPL2	LINC00339	0.357829781510849	8.60073357315359e-06
HDAC6	LINC00339	0.368690248170003	4.32958311318891e-06
IKBKB	LINC00339	0.322742522576627	6.69520251614364e-05
IKBKE	LINC00339	0.350168032537062	1.37520426828913e-05
MAP1LC3A	LINC00339	0.470368344591113	1.83961840618689e-09
MAPK8	LINC00339	0.378510960052962	2.27732699943581e-06
MAPK8IP1	LINC00339	0.402636843079578	4.28825330895231e-07
MTMR14	LINC00339	0.317213148215764	9.04913250440823e-05
NKX2-3	LINC00339	0.375502479658962	2.77888526903993e-06
PARP1	LINC00339	0.425894487575302	7.53339469884301e-08
PIK3C3	LINC00339	0.306267521598777	0.000161511489295305
PRKAB1	LINC00339	0.478747552825048	8.59560691599676e-10
RAC1	LINC00339	0.433685147721953	4.08312624699793e-08
RAF1	LINC00339	0.310212258532585	0.000131417848430089
RHEB	LINC00339	0.415368431228134	1.6822796233783e-07
SQSTM1	LINC00339	0.374044190471185	3.05818102978071e-06
TP53	LINC00339	0.378446263540183	2.28714376332238e-06
TP73	LINC00339	0.456743683368604	6.07279021816257e-09
TSC2	LINC00339	0.419411221908407	1.23964553974499e-07
WDR45	LINC00339	0.384328198949035	1.54102964378051e-06
AMBRA1	AL445524.1	-0.411246780907779	2.28720753420914e-07
ARSB	AL445524.1	-0.39066117784112	9.98662726551382e-07
ATG2B	AL445524.1	-0.359050618895935	7.97198943999407e-06
BECN1	AL445524.1	-0.446272358871567	1.46839854006896e-08
BIRC6	AL445524.1	-0.389047013770587	1.11637563248936e-06
BNIP1	AL445524.1	0.322279198785093	6.86791857671574e-05
CALCOCO2	AL445524.1	-0.308398159374438	0.000144541458185501
CANX	AL445524.1	-0.32815461422583	4.95702630764713e-05
CLN3	AL445524.1	0.40945786492565	2.61008263512747e-07
EIF4EBP1	AL445524.1	0.498984204252103	1.25439539437477e-10
FOXO1	AL445524.1	-0.361347205068143	6.90524380895611e-06
HGS	AL445524.1	-0.306549426435251	0.000159164296521889
ITGB1	AL445524.1	-0.32534286276775	5.79895274467039e-05
ITPR1	AL445524.1	-0.309698748063314	0.000135015262508795
MAPK9	AL445524.1	-0.309264478218011	0.000138128986406705
MTOR	AL445524.1	-0.33104016050063	4.21317216180185e-05
NBR1	AL445524.1	-0.411756402587346	2.2024551049522e-07
NFKB1	AL445524.1	-0.317354086520154	8.98055879365852e-05
PELP1	AL445524.1	0.371446753472797	3.62283148797127e-06
PIK3C3	AL445524.1	-0.303720650187941	0.000184226869237549
PIK3R4	AL445524.1	-0.303376769685069	0.000187512170011946
PRKAR1A	AL445524.1	-0.352161431378169	1.21854831284039e-05
RAF1	AL445524.1	-0.312219506259922	0.000118196126390311
RB1	AL445524.1	-0.316810807466168	9.24759444874151e-05
RB1CC1	AL445524.1	-0.332942597197047	3.78152617535852e-05
SIRT1	AL445524.1	-0.333150403300269	3.7369803726279e-05
TSC1	AL445524.1	-0.321118233151347	7.31919666643162e-05
WDFY3	AL445524.1	-0.404547297513381	3.73568152947291e-07
ATG12	AC009948.1	0.362472845388729	6.4331584767667e-06
ATG5	AC009948.1	0.383934920590106	1.58263571932121e-06
BIRC5	AC009948.1	0.306741626987324	0.000157582252503499
EIF2AK2	AC009948.1	0.313709633971771	0.000109195183796165
MAPK3	AC009948.1	-0.342098019403039	2.22537773038683e-05
ATG4B	LINC01127	0.349916076295892	1.39630665353076e-05
ATG7	LINC01127	0.396608400606588	6.59014258271185e-07
BCL2	LINC01127	0.388420848763983	1.16550264838993e-06
CAMKK2	LINC01127	0.374620553605982	2.94475076513603e-06
CDKN1B	LINC01127	0.303403561590838	0.000187254266141521
DRAM1	LINC01127	0.459951033726886	4.60605159516416e-09
FAS	LINC01127	0.360446553585811	7.30639286690709e-06
IKBKE	LINC01127	0.332384352236278	3.90367534655013e-05
MAP1LC3A	LINC01127	0.376226597165563	2.64937067094993e-06
MAPK8	LINC01127	0.369740945592809	4.0460215882925e-06
MTMR14	LINC01127	0.36867975239969	4.33250852587819e-06
NKX2-3	LINC01127	0.300860659987998	0.000213259939834318
PARP1	LINC01127	0.408516939136076	2.79694893366966e-07
PRKAB1	LINC01127	0.408468708868423	2.80686394209243e-07
RAC1	LINC01127	0.302424310554429	0.000196898279229565
SQSTM1	LINC01127	0.304693626200823	0.000175219223947302
TBK1	LINC01127	0.502895450690137	8.52106097285567e-11
TP53	LINC01127	0.337058484076958	2.98570688375358e-05
TP73	LINC01127	0.549878224319098	5.45343970672359e-13
TSC2	LINC01127	0.608228264440255	3.06656625134841e-16
ATF4	SPINT1-AS1	0.414383830215569	1.81104738653819e-07
ATG10	SPINT1-AS1	0.369251122669259	4.17595017474729e-06
ATG16L2	SPINT1-AS1	0.338058761473103	2.81765027503153e-05
ATG2B	SPINT1-AS1	-0.305529297905451	0.000167811673875417
ATG3	SPINT1-AS1	0.320897865417938	7.40793000802967e-05
ATG4B	SPINT1-AS1	0.455210095419258	6.92401943538345e-09
ATG4D	SPINT1-AS1	0.459178308384027	4.92455805389288e-09
BAX	SPINT1-AS1	0.468108121642211	2.25086442135671e-09
BID	SPINT1-AS1	0.339982500538041	2.51915767685916e-05
BNIP1	SPINT1-AS1	0.301959779359787	0.000201632859411918
CANX	SPINT1-AS1	-0.354781320582503	1.03817179812858e-05
CAPN10	SPINT1-AS1	0.374090251435506	3.04896573562092e-06
CAPNS1	SPINT1-AS1	0.344086703435409	1.97890078206865e-05
CDKN2A	SPINT1-AS1	0.364043897192306	5.82512504807795e-06
CHMP4B	SPINT1-AS1	0.351684329300856	1.25442974217705e-05
CLN3	SPINT1-AS1	0.515864548346841	2.28111933210562e-11
DAPK2	SPINT1-AS1	0.302498464631534	0.000196152126194099
DLC1	SPINT1-AS1	-0.316875913331989	9.21520630651371e-05
EIF4EBP1	SPINT1-AS1	0.333928739944284	3.57447720738252e-05
ERBB2	SPINT1-AS1	0.391654494296492	9.32206255939604e-07
GNAI3	SPINT1-AS1	-0.316939143858268	9.183852593888e-05
HDAC1	SPINT1-AS1	0.317670289103638	8.82847351315141e-05
HIF1A	SPINT1-AS1	-0.364463335369326	5.67224408605727e-06
HSPA5	SPINT1-AS1	-0.320001894923917	7.77917294222764e-05
HSPA8	SPINT1-AS1	-0.314094492245368	0.000106976765391639
IKBKE	SPINT1-AS1	0.303219889182693	0.000189028974333023
ITGA3	SPINT1-AS1	-0.385107308427331	1.46165794898869e-06
ITGA6	SPINT1-AS1	-0.33765313801524	2.8846970404912e-05
ITGB1	SPINT1-AS1	-0.476528598682014	1.05354884727726e-09
MAP1LC3A	SPINT1-AS1	0.332675931155618	3.83942025457566e-05
MLST8	SPINT1-AS1	0.400137457570207	5.1297623689673e-07
PELP1	SPINT1-AS1	0.427157174191455	6.82860547793171e-08
PRKAB1	SPINT1-AS1	0.380840835203953	1.94932526045634e-06
RAC1	SPINT1-AS1	0.465905221930903	2.73613780074325e-09
RB1	SPINT1-AS1	-0.3737702209915	3.11354204598342e-06
STK11	SPINT1-AS1	0.321499816439099	7.16789662939797e-05
ULK3	SPINT1-AS1	0.448942991936997	1.17562954256489e-08
WDR45	SPINT1-AS1	0.403950661505545	3.90049821260665e-07
ZFYVE1	SPINT1-AS1	-0.335294894136463	3.3051905786525e-05
CDKN1B	LINP1	-0.302290434770364	0.000198252051119027
CTSB	LINP1	0.348136023794915	1.55433445008981e-05
ERN1	LINP1	-0.302206398938542	0.000199106249735165
FOXO1	LINP1	-0.322047630444077	6.95579693761159e-05
HSP90AB1	LINP1	0.444720394439527	1.6694931856345e-08
ITGA3	LINP1	0.36538172594891	5.35066606107616e-06
NRG1	LINP1	0.358684261359027	8.15594821628517e-06
RAB5A	LINP1	-0.321594900587089	7.13065351323634e-05
ATF4	AC097468.3	0.432494575525675	4.48825237256796e-08
ATF6	AC097468.3	-0.302073683749169	0.000200462231138203
ATG4B	AC097468.3	0.556026569982455	2.65249655549235e-13
ATG9A	AC097468.3	0.303538862365123	0.000185956868613884
ATIC	AC097468.3	0.41460791392445	1.78093794729827e-07
BAX	AC097468.3	0.454902738063364	7.10791586447725e-09
BECN1	AC097468.3	-0.368948042491022	4.2583150677018e-06
BNIP1	AC097468.3	0.378130361185686	2.33565763850657e-06
CAPN10	AC097468.3	0.489081496815113	3.26788125878158e-10
CAPNS1	AC097468.3	0.358885222841152	8.05454822550876e-06
CLN3	AC097468.3	0.59537879410174	1.81610833883823e-15
CTSD	AC097468.3	0.30444712808916	0.000177461665751408
EDEM1	AC097468.3	-0.317502088502507	8.90907131784616e-05
EIF4G1	AC097468.3	-0.360526532444511	7.269897105086e-06
ERN1	AC097468.3	-0.303773533524155	0.000183726418838999
FKBP1A	AC097468.3	0.302066264814953	0.000200538284880646
HIF1A	AC097468.3	-0.449705139194925	1.10295472728286e-08
ITGB1	AC097468.3	-0.34763562563288	1.60170865758346e-05
NCKAP1	AC097468.3	-0.391750578084804	9.26006288016218e-07
PEA15	AC097468.3	-0.317189982310856	9.06045063128587e-05
PELP1	AC097468.3	0.421940871408539	1.02197073517244e-07
PRKCD	AC097468.3	-0.30769158473894	0.000149975764225142
RAB1A	AC097468.3	-0.466645973735354	2.56267637727746e-09
RAC1	AC097468.3	0.323636839722953	6.37326504288445e-05
RB1	AC097468.3	-0.320804154818268	7.44596778662426e-05
STK11	AC097468.3	0.317635113798777	8.84527211686292e-05
TP63	AC097468.3	-0.332905137700849	3.78960895387762e-05
BIRC6	AL359091.5	-0.304294690421539	0.000178861754378983
CFLAR	AL359091.5	-0.301973275993983	0.000201493819461486
FKBP1A	AL359091.5	0.35628060198461	9.46621485129975e-06
IL24	AL359091.5	0.317238978298092	9.0365283280606e-05
PIK3R4	AL359091.5	-0.334736214175031	3.41292321904281e-05
SIRT1	AL359091.5	-0.347619779544497	1.60323087393717e-05
BAG3	AC019080.4	0.360317655565452	7.36557640737399e-06
CDKN1B	AC019080.4	0.375378309751285	2.80168936393969e-06
DDIT3	AC019080.4	0.511258315578182	3.66599733536554e-11
DNAJB1	AC019080.4	0.482072315077954	6.31928900385608e-10
GABARAPL1	AC019080.4	0.400851678926242	4.87444562576154e-07
GAPDH	AC019080.4	0.368190228230706	4.47105138254494e-06
KLHL24	AC019080.4	0.412124956097422	2.14304296367576e-07
NAF1	AC019080.4	0.481275976354918	6.80456141561109e-10
NCKAP1	AC019080.4	0.422842017449383	9.53671198721604e-08
NFE2L2	AC019080.4	0.554910057180436	3.02673298415275e-13
NPC1	AC019080.4	0.485640781544686	4.52549038108294e-10
PPP1R15A	AC019080.4	0.466721311670048	2.54564042461018e-09
RB1CC1	AC019080.4	0.348754024712433	1.49765006756e-05
SIRT1	AC019080.4	0.423214783132884	9.26716373490614e-08
UVRAG	AC019080.4	0.303874092859037	0.000182778283671549
ITPR1	AP003555.2	0.300015045376241	0.000222626095083138
SPHK1	AP003555.2	0.437302875102703	3.05617912762539e-08
ATG16L2	AL021807.1	0.466427335059592	2.61274089403673e-09
ATG3	AL021807.1	0.327945909400282	5.01534768980084e-05
ATG4C	AL021807.1	0.337733952114806	2.87122046581436e-05
CDKN1B	AL021807.1	0.485765812958051	4.47254558001813e-10
CDKN2A	AL021807.1	0.490136469389441	2.9552622787511e-10
CHMP4B	AL021807.1	0.370054541242906	3.96486134257724e-06
PEX3	AL021807.1	0.370116950392264	3.94889481574545e-06
RAC1	AL021807.1	0.31959190168713	7.95479442392622e-05
RHEB	AL021807.1	0.387638796090281	1.22975418085026e-06
BAG3	AL499627.1	0.380050768768746	2.05516203064419e-06
CCL2	AL499627.1	0.350977805467644	1.30940247843295e-05
DAPK2	AL499627.1	0.41427362255912	1.82603369021975e-07
GABARAPL1	AL499627.1	0.314988840619077	0.000101983006231741
HSPB8	AL499627.1	0.688312326692478	5.81432746528332e-22
PINK1	AL499627.1	0.572493806510183	3.57186620983382e-14
PRKCQ	AL499627.1	0.651884581371403	3.80969307597942e-19
SH3GLB1	AL499627.1	0.405598997736421	3.46122236583076e-07
SIRT2	AL499627.1	0.586203060282383	6.167019839601e-15
WIPI1	AL499627.1	0.554524364817532	3.16756249564925e-13
ARSB	MIR100HG	0.508714388548662	4.74975964336851e-11
CXCR4	MIR100HG	0.42972454729021	5.58543337972654e-08
DLC1	MIR100HG	0.49743741128207	1.45971002270299e-10
DRAM1	MIR100HG	0.472005638765167	1.5880203810329e-09
EIF4G1	MIR100HG	-0.3026763380832	0.000194373032026682
FAS	MIR100HG	0.419862927736896	1.19777055114454e-07
FOXO1	MIR100HG	0.396493280237197	6.64389466035486e-07
GABARAP	MIR100HG	0.396826015422458	6.48966456263422e-07
GABARAPL1	MIR100HG	0.312040812051691	0.000119320821709088
ITPR1	MIR100HG	0.522464619916148	1.14151192861573e-11
MAP1LC3B	MIR100HG	0.312964757724038	0.000113611351977784
MAPK8	MIR100HG	0.309239906679352	0.000138307150280403
MAPK8IP1	MIR100HG	0.452962656403121	8.38186147819038e-09
PEA15	MIR100HG	0.307977160676152	0.000147756859862598
PRKAR1A	MIR100HG	0.30259152402587	0.00019521946412643
PTK6	MIR100HG	-0.322571225402654	6.7585785628311e-05
RAB33B	MIR100HG	0.313046001916654	0.000113121701071101
RAB7A	MIR100HG	-0.311731613645175	0.000121290525782805
WIPI1	MIR100HG	0.334407920838902	3.47775997383535e-05
AMBRA1	LINC01278	0.393203014190096	8.36939380366466e-07
ATF6	LINC01278	0.317467787800028	8.92559162495037e-05
ATG2B	LINC01278	0.314909981854705	0.000102414417283864
BECN1	LINC01278	0.312437208245542	0.000116839284954465
CAPN1	LINC01278	0.334397539711096	3.47982896800964e-05
EEF2K	LINC01278	0.309695739979724	0.000135036603639766
HDAC6	LINC01278	0.302760526741869	0.000193536217388499
LAMP2	LINC01278	0.321280792938519	7.25437892363545e-05
MBTPS2	LINC01278	0.385173344230675	1.45511242248304e-06
NBR1	LINC01278	0.362360641229637	6.47880804045166e-06
NCKAP1	LINC01278	0.328330484615151	4.90837484521431e-05
PIK3R4	LINC01278	0.310271295765832	0.000131010039274093
UVRAG	LINC01278	0.410396943405539	2.43551663618438e-07
VAMP7	LINC01278	0.312898509469392	0.000114012087284544
BAG1	LINC01871	0.314602688047493	0.000104111838289568
CASP1	LINC01871	0.359195828791198	7.90016726993215e-06
CX3CL1	LINC01871	0.363764677983246	5.92905250373918e-06
CXCR4	LINC01871	0.344068690906367	1.98101300258204e-05
FAS	LINC01871	0.317140678142579	9.08458314825281e-05
HGS	LINC01871	-0.318641351515286	8.37633353687712e-05
IFNG	LINC01871	0.747859358100487	1.39706412485403e-27
ITGB1	LINC01871	-0.317543909294081	8.88896776834621e-05
MTMR14	LINC01871	0.327502924976895	5.14127657032868e-05
NCKAP1	LINC01871	-0.376047037187268	2.6809411662213e-06
NKX2-3	LINC01871	0.314593363509542	0.000104163753303304
RPTOR	LINC01871	-0.316283000554779	9.51411659616816e-05
TUSC1	LINC01871	0.330073541582061	4.44981594320137e-05
ATIC	LINC00623	0.348259098337966	1.54288683808851e-05
BAX	LINC00623	0.334972838147876	3.36689722924436e-05
BNIP1	LINC00623	0.423519157639938	9.0524969840762e-08
CASP1	LINC00623	0.395393448107511	7.17894610304754e-07
FKBP1A	LINC00623	0.348786779076348	1.49470087045791e-05
FOXO3	LINC00623	-0.383095457191775	1.67504768957733e-06
NCKAP1	LINC00623	-0.329646978320306	4.55816398063758e-05
NFE2L2	LINC00623	-0.315909923855488	9.70681724336506e-05
SAR1A	LINC00623	0.317115615924535	9.09687317068587e-05
TP63	LINC00623	-0.304141186358402	0.00018028201794006
ATF4	AC004148.2	0.445067967026517	1.62227826614587e-08
ATG10	AC004148.2	0.326356070001079	5.48121114400077e-05
ATG16L2	AC004148.2	0.674574723216836	7.47831919210281e-21
ATG4B	AC004148.2	0.422664347048444	9.6678135608326e-08
ATG4D	AC004148.2	0.390952808952049	9.78697585501956e-07
CAPN10	AC004148.2	0.489497070983946	3.14109772992321e-10
CDKN1B	AC004148.2	0.430324620616542	5.32786744348041e-08
HDAC6	AC004148.2	0.371456861266261	3.62045382843664e-06
IKBKB	AC004148.2	0.433902905449841	4.01292732913356e-08
ITGA3	AC004148.2	-0.323764680656726	6.32844737490328e-05
NKX2-3	AC004148.2	0.345970920456957	1.76930141342331e-05
RAB24	AC004148.2	0.510121414934576	4.11694330114691e-11
RAF1	AC004148.2	0.365233736548675	5.40129058145462e-06
TP73	AC004148.2	0.300164427387897	0.00022094420976201
TSC1	AC004148.2	0.376598650265491	2.5850758799869e-06
ULK2	AC004148.2	0.330892347324922	4.24857734630137e-05
ULK3	AC004148.2	0.568648131394437	5.76212939306861e-14
WDR45	AC004148.2	0.317609501499089	8.85752252933438e-05
ATF4	AC012146.1	0.349678582709277	1.41647722426407e-05
ATG10	AC012146.1	0.416017243236417	1.60226596188597e-07
ATG4B	AC012146.1	0.321547330667294	7.14926327724452e-05
ATG5	AC012146.1	0.385098210229559	1.46256196302814e-06
BAX	AC012146.1	0.475420707531858	1.16558758215261e-09
BECN1	AC012146.1	-0.336739065459141	3.04132842488935e-05
BID	AC012146.1	0.402445655383424	4.34765836328603e-07
BIRC5	AC012146.1	0.321722581166707	7.08092771085182e-05
BIRC6	AC012146.1	-0.310648140693631	0.000128434602481967
BNIP1	AC012146.1	0.505117525897024	6.82544758533157e-11
EIF4EBP1	AC012146.1	0.318066121774973	8.64148146038378e-05
EIF4G1	AC012146.1	-0.412963460279353	2.01352968601172e-07
FOXO3	AC012146.1	-0.350524036804916	1.34590006378538e-05
GABARAP	AC012146.1	0.300273480767951	0.000219723845150085
GABARAPL2	AC012146.1	0.503093169658214	8.35501941538475e-11
HGS	AC012146.1	-0.309385600261147	0.000137253874113847
PELP1	AC012146.1	0.343373187521467	2.06421440868362e-05
RHEB	AC012146.1	0.438666196131714	2.737690421136e-08
RPTOR	AC012146.1	-0.314366512787101	0.000105434233711941
AMBRA1	AC090559.1	0.370790748525485	3.78035155391264e-06
ARNT	AC090559.1	0.372899163756425	3.29594544198695e-06
ARSB	AC090559.1	0.657642556175754	1.45075960179141e-19
ATG7	AC090559.1	0.304619195335942	0.000175893541567357
BIRC6	AC090559.1	0.428547291614732	6.12584990573447e-08
CCL2	AC090559.1	0.540736694395166	1.55034478764279e-12
